Hteam,Ateam,1,N,2,Result,TeamH,TeamA
Man City,Burnley,1.08,12.2,30.98,H,18.0,8.0
Newcastle,Brighton,2.2,3.25,3.8,A,21.0,7.0
Newcastle,Brighton,2.15,3.2,3.7,A,21.0,7.0
Newcastle,Brighton,2.2,3.2,3.9,A,21.0,7.0
Newcastle,Brighton,2.27,3.25,3.9,A,21.0,7.0
Newcastle,Brighton,2.19,3.16,3.71,A,21.0,7.0
West Ham,Tottenham,4.1,3.9,1.9,A,33.0,30.0
West Ham,Tottenham,3.8,3.8,1.91,A,33.0,30.0
West Ham,Tottenham,4.1,3.9,1.91,A,33.0,30.0
West Ham,Tottenham,4.3,3.95,1.95,A,33.0,30.0
West Ham,Tottenham,4.02,3.8,1.89,A,33.0,30.0
Wolves,Watford,1.75,3.75,5.25,A,35.0,31.0
Wolves,Watford,1.73,3.6,5.0,A,35.0,31.0
Wolves,Watford,1.75,3.75,5.4,A,35.0,31.0
Wolves,Watford,1.8,3.75,5.5,A,35.0,31.0
Wolves,Watford,1.74,3.63,5.18,A,35.0,31.0
Everton,Crystal Palace,1.85,3.6,4.75,H,12.0,11.0
Everton,Crystal Palace,1.88,3.5,4.33,H,12.0,11.0
Everton,Crystal Palace,1.85,3.6,4.75,H,12.0,11.0
Everton,Crystal Palace,1.93,3.7,4.81,H,12.0,11.0
Everton,Crystal Palace,1.86,3.56,4.49,H,12.0,11.0
Arsenal,Leicester,1.53,4.5,6.5,H,0.0,16.0
Arsenal,Leicester,1.53,4.33,5.8,H,0.0,16.0
Arsenal,Leicester,1.53,4.6,6.25,H,0.0,16.0
Arsenal,Leicester,1.58,4.75,6.75,H,0.0,16.0
Arsenal,Leicester,1.53,4.45,5.99,H,0.0,16.0
Brighton,Wolves,3.2,3.2,2.5,H,7.0,35.0
Brighton,Wolves,3.2,3.0,2.4,H,7.0,35.0
Brighton,Wolves,3.3,3.2,2.45,H,7.0,35.0
Brighton,Wolves,3.3,3.25,2.58,H,7.0,35.0
Brighton,Wolves,3.15,3.13,2.46,H,7.0,35.0
Fulham,Bournemouth,2.9,3.75,2.4,A,13.0,6.0
Fulham,Bournemouth,2.75,3.7,2.4,A,13.0,6.0
Fulham,Bournemouth,2.88,3.8,2.4,A,13.0,6.0
Fulham,Bournemouth,2.95,3.85,2.5,A,13.0,6.0
Fulham,Bournemouth,2.85,3.69,2.38,A,13.0,6.0
Leicester,West Ham,2.1,3.5,3.8,D,16.0,33.0
Leicester,West Ham,2.15,3.4,3.5,D,16.0,33.0
Leicester,West Ham,2.1,3.5,3.8,D,16.0,33.0
Leicester,West Ham,2.22,3.55,3.8,D,16.0,33.0
Leicester,West Ham,2.11,3.4,3.64,D,16.0,33.0
Liverpool,Cardiff,1.11,11.0,26.0,H,17.0,9.0
Liverpool,Cardiff,1.08,11.0,29.0,H,17.0,9.0
Liverpool,Cardiff,1.11,11.0,29.0,H,17.0,9.0
Liverpool,Cardiff,1.13,11.45,31.0,H,17.0,9.0
Liverpool,Cardiff,1.11,10.13,26.13,H,17.0,9.0
Southampton,Newcastle,2.1,3.4,3.9,D,26.0,21.0
Southampton,Newcastle,2.15,3.25,3.6,D,26.0,21.0
Southampton,Newcastle,2.15,3.25,4.0,D,26.0,21.0
Southampton,Newcastle,2.19,3.4,4.0,D,26.0,21.0
Southampton,Newcastle,2.11,3.27,3.8,D,26.0,21.0
Watford,Huddersfield,1.75,3.75,5.25,H,31.0,14.0
Watford,Huddersfield,1.75,3.6,5.0,H,31.0,14.0
Watford,Huddersfield,1.8,3.5,5.4,H,31.0,14.0
Watford,Huddersfield,1.8,3.8,5.5,H,31.0,14.0
Watford,Huddersfield,1.75,3.65,5.1,H,31.0,14.0
Burnley,Chelsea,11.0,5.0,1.36,A,8.0,10.0
Burnley,Chelsea,9.5,4.75,1.36,A,8.0,10.0
Burnley,Chelsea,11.5,5.0,1.33,A,8.0,10.0
Burnley,Chelsea,11.5,5.1,1.4,A,8.0,10.0
Burnley,Chelsea,10.06,4.84,1.36,A,8.0,10.0
Crystal Palace,Arsenal,4.75,4.1,1.75,D,11.0,0.0
Crystal Palace,Arsenal,4.2,4.2,1.75,D,11.0,0.0
Crystal Palace,Arsenal,4.75,4.1,1.73,D,11.0,0.0
Crystal Palace,Arsenal,4.75,4.26,1.8,D,11.0,0.0
Crystal Palace,Arsenal,4.39,4.07,1.76,D,11.0,0.0
Man United,Everton,1.72,3.9,5.25,H,19.0,12.0
Man United,Everton,1.75,3.8,4.6,H,19.0,12.0
Man United,Everton,1.73,3.9,5.2,H,19.0,12.0
Man United,Everton,1.78,4.0,5.32,H,19.0,12.0
Man United,Everton,1.73,3.8,4.93,H,19.0,12.0
Tottenham,Man City,4.75,4.1,1.75,A,30.0,18.0
Tottenham,Man City,4.4,4.2,1.73,A,30.0,18.0
Tottenham,Man City,4.8,4.1,1.73,A,30.0,18.0
Tottenham,Man City,4.8,4.35,1.8,A,30.0,18.0
Tottenham,Man City,4.51,4.1,1.72,A,30.0,18.0
Arsenal,Liverpool,3.9,3.9,1.95,D,0.0,17.0
Arsenal,Liverpool,3.6,3.7,2.0,D,0.0,17.0
Arsenal,Liverpool,3.8,3.8,2.0,D,0.0,17.0
Arsenal,Liverpool,3.92,3.96,2.2,D,0.0,17.0
Arsenal,Liverpool,3.67,3.77,1.98,D,0.0,17.0
Bournemouth,Man United,3.6,3.7,2.1,A,6.0,19.0
Bournemouth,Man United,3.4,3.5,2.1,A,6.0,19.0
Bournemouth,Man United,3.6,3.6,2.15,A,6.0,19.0
Bournemouth,Man United,3.62,3.7,2.15,A,6.0,19.0
Bournemouth,Man United,3.54,3.57,2.1,A,6.0,19.0
Cardiff,Leicester,3.8,3.4,2.14,A,9.0,16.0
Cardiff,Leicester,3.6,3.3,2.15,A,9.0,16.0
Cardiff,Leicester,3.8,3.3,2.15,A,9.0,16.0
Cardiff,Leicester,3.85,3.45,2.25,A,9.0,16.0
Cardiff,Leicester,3.65,3.31,2.15,A,9.0,16.0
Everton,Brighton,1.61,4.0,6.5,H,12.0,7.0
Everton,Brighton,1.6,3.9,6.0,H,12.0,7.0
Everton,Brighton,1.62,3.9,6.5,H,12.0,7.0
Everton,Brighton,1.7,4.15,7.01,H,12.0,7.0
Everton,Brighton,1.59,3.94,6.28,H,12.0,7.0
Newcastle,Watford,2.75,3.25,2.8,H,21.0,31.0
Newcastle,Watford,2.62,3.25,2.75,H,21.0,31.0
Newcastle,Watford,2.75,3.2,2.8,H,21.0,31.0
Newcastle,Watford,2.81,3.3,2.9,H,21.0,31.0
Newcastle,Watford,2.69,3.19,2.79,H,21.0,31.0
West Ham,Burnley,1.75,3.75,5.25,H,33.0,8.0
West Ham,Burnley,1.75,3.7,4.8,H,33.0,8.0
West Ham,Burnley,1.75,3.7,5.4,H,33.0,8.0
West Ham,Burnley,1.8,3.85,5.5,H,33.0,8.0
West Ham,Burnley,1.74,3.68,5.1,H,33.0,8.0
Wolves,Tottenham,3.1,3.4,2.45,A,35.0,30.0
Wolves,Tottenham,2.9,3.3,2.5,A,35.0,30.0
Wolves,Tottenham,3.0,3.4,2.5,A,35.0,30.0
Wolves,Tottenham,3.28,3.43,2.5,A,35.0,30.0
Wolves,Tottenham,3.05,3.33,2.41,A,35.0,30.0
Chelsea,Crystal Palace,1.25,6.75,13.0,H,10.0,11.0
Chelsea,Crystal Palace,1.29,6.0,9.5,H,10.0,11.0
Chelsea,Crystal Palace,1.29,6.0,12.0,H,10.0,11.0
Chelsea,Crystal Palace,1.3,6.75,13.0,H,10.0,11.0
Chelsea,Crystal Palace,1.27,6.07,11.34,H,10.0,11.0
Man City,Southampton,1.11,11.0,29.0,H,18.0,26.0
Man City,Southampton,1.11,10.0,21.0,H,18.0,26.0
Man City,Southampton,1.1,11.0,34.0,H,18.0,26.0
Man City,Southampton,1.14,11.0,34.0,H,18.0,26.0
Man City,Southampton,1.11,9.93,24.64,H,18.0,26.0
Huddersfield,Fulham,2.3,3.5,3.3,H,14.0,13.0
Huddersfield,Fulham,2.3,3.4,3.1,H,14.0,13.0
Huddersfield,Fulham,2.3,3.4,3.3,H,14.0,13.0
Huddersfield,Fulham,2.4,3.5,3.45,H,14.0,13.0
Huddersfield,Fulham,2.28,3.35,3.25,H,14.0,13.0
Cardiff,Brighton,2.6,3.1,3.1,H,9.0,7.0
Cardiff,Brighton,2.55,3.1,3.0,H,9.0,7.0
Cardiff,Brighton,2.6,3.13,3.13,H,9.0,7.0
Cardiff,Brighton,2.65,3.2,3.2,H,9.0,7.0
Cardiff,Brighton,2.56,3.11,3.05,H,9.0,7.0
Crystal Palace,Tottenham,4.5,3.75,1.85,A,11.0,30.0
Crystal Palace,Tottenham,4.33,3.6,1.83,A,11.0,30.0
Crystal Palace,Tottenham,4.4,3.75,1.87,A,11.0,30.0
Crystal Palace,Tottenham,4.5,3.8,1.92,A,11.0,30.0
Crystal Palace,Tottenham,4.34,3.67,1.86,A,11.0,30.0
Huddersfield,West Ham,3.4,3.25,2.35,D,14.0,33.0
Huddersfield,West Ham,3.3,3.2,2.3,D,14.0,33.0
Huddersfield,West Ham,3.5,3.2,2.38,D,14.0,33.0
Huddersfield,West Ham,3.5,3.33,2.38,D,14.0,33.0
Huddersfield,West Ham,3.39,3.21,2.3,D,14.0,33.0
Leicester,Burnley,1.5,4.33,8.0,D,16.0,8.0
Leicester,Burnley,1.52,4.2,6.5,D,16.0,8.0
Leicester,Burnley,1.53,4.3,7.0,D,16.0,8.0
Leicester,Burnley,1.53,4.5,8.0,D,16.0,8.0
Leicester,Burnley,1.49,4.28,7.24,D,16.0,8.0
Newcastle,Bournemouth,2.9,3.4,2.6,H,21.0,6.0
Newcastle,Bournemouth,2.75,3.4,2.55,H,21.0,6.0
Newcastle,Bournemouth,2.9,3.3,2.63,H,21.0,6.0
Newcastle,Bournemouth,2.94,3.45,2.68,H,21.0,6.0
Newcastle,Bournemouth,2.81,3.33,2.59,H,21.0,6.0
Southampton,Watford,2.5,3.3,3.1,D,26.0,31.0
Southampton,Watford,2.5,3.25,2.9,D,26.0,31.0
Southampton,Watford,2.5,3.3,3.1,D,26.0,31.0
Southampton,Watford,2.58,3.4,3.11,D,26.0,31.0
Southampton,Watford,2.47,3.28,3.0,D,26.0,31.0
Arsenal,Wolves,1.66,4.2,5.25,D,0.0,35.0
Arsenal,Wolves,1.65,4.2,4.75,D,0.0,35.0
Arsenal,Wolves,1.67,4.2,5.25,D,0.0,35.0
Arsenal,Wolves,1.7,4.4,6.2,D,0.0,35.0
Arsenal,Wolves,1.65,4.11,5.19,D,0.0,35.0
Chelsea,Everton,1.4,5.25,8.5,D,10.0,12.0
Chelsea,Everton,1.44,5.0,6.5,D,10.0,12.0
Chelsea,Everton,1.4,5.0,8.0,D,10.0,12.0
Chelsea,Everton,1.46,5.25,8.5,D,10.0,12.0
Chelsea,Everton,1.42,4.89,7.45,D,10.0,12.0
Liverpool,Fulham,1.11,11.0,26.0,H,17.0,13.0
Liverpool,Fulham,1.1,11.0,21.0,H,17.0,13.0
Liverpool,Fulham,1.11,11.0,31.0,H,17.0,13.0
Liverpool,Fulham,1.13,12.0,31.0,H,17.0,13.0
Liverpool,Fulham,1.11,10.48,23.87,H,17.0,13.0
Man City,Man United,1.4,5.25,8.5,H,18.0,19.0
Man City,Man United,1.38,5.0,7.5,H,18.0,19.0
Man City,Man United,1.36,5.25,9.0,H,18.0,19.0
Man City,Man United,1.45,5.5,9.0,H,18.0,19.0
Man City,Man United,1.39,5.14,7.77,H,18.0,19.0
Brighton,Leicester,2.9,3.4,2.6,D,7.0,16.0
Brighton,Leicester,2.8,3.2,2.62,D,7.0,16.0
Brighton,Leicester,2.88,3.2,2.75,D,7.0,16.0
Brighton,Leicester,3.0,3.4,2.75,D,7.0,16.0
Brighton,Leicester,2.87,3.18,2.63,D,7.0,16.0
Everton,Cardiff,1.4,5.0,9.0,H,12.0,9.0
Everton,Cardiff,1.42,4.75,7.5,H,12.0,9.0
Everton,Cardiff,1.4,4.8,9.0,H,12.0,9.0
Everton,Cardiff,1.45,5.0,9.0,H,12.0,9.0
Everton,Cardiff,1.42,4.66,8.12,H,12.0,9.0
Fulham,Southampton,2.62,3.5,2.8,H,13.0,26.0
Fulham,Southampton,2.6,3.4,2.7,H,13.0,26.0
Fulham,Southampton,2.63,3.5,2.8,H,13.0,26.0
Fulham,Southampton,2.72,3.5,2.9,H,13.0,26.0
Fulham,Southampton,2.61,3.35,2.77,H,13.0,26.0
Man United,Crystal Palace,1.4,5.25,8.0,D,19.0,11.0
Man United,Crystal Palace,1.4,4.75,8.0,D,19.0,11.0
Man United,Crystal Palace,1.4,4.8,9.0,D,19.0,11.0
Man United,Crystal Palace,1.44,5.25,9.0,D,19.0,11.0
Man United,Crystal Palace,1.4,4.81,8.13,D,19.0,11.0
Tottenham,Chelsea,2.8,3.5,2.6,H,30.0,10.0
Tottenham,Chelsea,2.8,3.4,2.5,H,30.0,10.0
Tottenham,Chelsea,2.88,3.5,2.55,H,30.0,10.0
Tottenham,Chelsea,2.88,3.55,2.65,H,30.0,10.0
Tottenham,Chelsea,2.78,3.42,2.56,H,30.0,10.0
Watford,Liverpool,6.5,4.33,1.55,A,31.0,17.0
Watford,Liverpool,5.5,4.33,1.57,A,31.0,17.0
Watford,Liverpool,6.25,4.4,1.57,A,31.0,17.0
Watford,Liverpool,6.6,4.5,1.6,A,31.0,17.0
Watford,Liverpool,6.03,4.28,1.55,A,31.0,17.0
West Ham,Man City,13.0,6.5,1.25,A,33.0,18.0
West Ham,Man City,10.0,6.5,1.25,A,33.0,18.0
West Ham,Man City,13.0,6.5,1.25,A,33.0,18.0
West Ham,Man City,13.0,6.75,1.27,A,33.0,18.0
West Ham,Man City,11.55,6.3,1.25,A,33.0,18.0
Bournemouth,Arsenal,3.5,3.75,1.95,A,6.0,0.0
Bournemouth,Arsenal,3.5,3.8,2.0,A,6.0,0.0
Bournemouth,Arsenal,3.5,3.9,2.05,A,6.0,0.0
Bournemouth,Arsenal,3.7,4.0,2.11,A,6.0,0.0
Bournemouth,Arsenal,3.5,3.77,2.03,A,6.0,0.0
Wolves,Huddersfield,1.5,4.33,8.0,A,35.0,14.0
Wolves,Huddersfield,1.47,4.0,8.0,A,35.0,14.0
Wolves,Huddersfield,1.5,4.1,8.5,A,35.0,14.0
Wolves,Huddersfield,1.53,4.33,8.5,A,35.0,14.0
Wolves,Huddersfield,1.49,4.08,7.75,A,35.0,14.0
Burnley,Newcastle,2.9,3.2,2.75,A,8.0,21.0
Burnley,Newcastle,2.8,3.1,2.7,A,8.0,21.0
Burnley,Newcastle,2.88,3.2,2.7,A,8.0,21.0
Burnley,Newcastle,2.93,3.2,2.85,A,8.0,21.0
Burnley,Newcastle,2.84,3.1,2.7,A,8.0,21.0
Cardiff,Wolves,3.8,3.25,2.2,H,9.0,35.0
Cardiff,Wolves,3.75,3.25,2.2,H,9.0,35.0
Cardiff,Wolves,3.8,3.2,2.25,H,9.0,35.0
Cardiff,Wolves,3.8,3.32,2.31,H,9.0,35.0
Cardiff,Wolves,3.64,3.2,2.21,H,9.0,35.0
Crystal Palace,Burnley,1.61,3.9,6.5,H,11.0,8.0
Crystal Palace,Burnley,1.6,3.75,6.5,H,11.0,8.0
Crystal Palace,Burnley,1.62,3.9,6.5,H,11.0,8.0
Crystal Palace,Burnley,1.67,4.0,6.66,H,11.0,8.0
Crystal Palace,Burnley,1.62,3.82,6.21,H,11.0,8.0
Huddersfield,Brighton,2.5,3.0,3.4,A,14.0,7.0
Huddersfield,Brighton,2.45,3.0,3.25,A,14.0,7.0
Huddersfield,Brighton,2.55,3.0,3.4,A,14.0,7.0
Huddersfield,Brighton,2.56,3.06,3.46,A,14.0,7.0
Huddersfield,Brighton,2.47,2.97,3.31,A,14.0,7.0
Leicester,Watford,2.25,3.3,3.6,H,16.0,31.0
Leicester,Watford,2.25,3.25,3.4,H,16.0,31.0
Leicester,Watford,2.3,3.3,3.4,H,16.0,31.0
Leicester,Watford,2.32,3.41,3.6,H,16.0,31.0
Leicester,Watford,2.25,3.3,3.4,H,16.0,31.0
Man City,Bournemouth,1.11,11.0,26.0,H,18.0,6.0
Man City,Bournemouth,1.1,10.0,23.0,H,18.0,6.0
Man City,Bournemouth,1.13,10.5,23.0,H,18.0,6.0
Man City,Bournemouth,1.14,11.25,26.0,H,18.0,6.0
Man City,Bournemouth,1.11,10.11,22.4,H,18.0,6.0
Newcastle,West Ham,2.5,3.3,3.1,A,21.0,33.0
Newcastle,West Ham,2.45,3.25,3.0,A,21.0,33.0
Newcastle,West Ham,2.5,3.3,3.13,A,21.0,33.0
Newcastle,West Ham,2.58,3.38,3.13,A,21.0,33.0
Newcastle,West Ham,2.47,3.25,3.03,A,21.0,33.0
Southampton,Man United,4.33,3.6,1.95,D,26.0,19.0
Southampton,Man United,4.2,3.5,1.91,D,26.0,19.0
Southampton,Man United,4.3,3.6,1.95,D,26.0,19.0
Southampton,Man United,4.5,3.65,2.0,D,26.0,19.0
Southampton,Man United,4.2,3.53,1.92,D,26.0,19.0
Arsenal,Tottenham,2.62,3.6,2.75,H,0.0,30.0
Arsenal,Tottenham,2.55,3.5,2.62,H,0.0,30.0
Arsenal,Tottenham,2.55,3.6,2.75,H,0.0,30.0
Arsenal,Tottenham,2.65,3.75,2.75,H,0.0,30.0
Arsenal,Tottenham,2.56,3.57,2.69,H,0.0,30.0
Chelsea,Fulham,1.18,8.0,17.0,H,10.0,13.0
Chelsea,Fulham,1.17,7.5,17.0,H,10.0,13.0
Chelsea,Fulham,1.18,8.0,15.0,H,10.0,13.0
Chelsea,Fulham,1.21,8.5,19.0,H,10.0,13.0
Chelsea,Fulham,1.18,7.65,15.63,H,10.0,13.0
Liverpool,Everton,1.4,5.0,9.0,H,17.0,12.0
Liverpool,Everton,1.36,5.0,8.5,H,17.0,12.0
Liverpool,Everton,1.4,5.0,9.0,H,17.0,12.0
Liverpool,Everton,1.42,5.25,9.0,H,17.0,12.0
Liverpool,Everton,1.39,4.94,8.28,H,17.0,12.0
Bournemouth,Huddersfield,1.66,3.8,6.0,H,6.0,14.0
Bournemouth,Huddersfield,1.67,3.7,5.5,H,6.0,14.0
Bournemouth,Huddersfield,1.7,3.8,5.75,H,6.0,14.0
Bournemouth,Huddersfield,1.8,3.95,6.02,H,6.0,14.0
Bournemouth,Huddersfield,1.69,3.77,5.45,H,6.0,14.0
Brighton,Crystal Palace,3.0,3.1,2.7,H,7.0,11.0
Brighton,Crystal Palace,2.9,3.1,2.62,H,7.0,11.0
Brighton,Crystal Palace,3.0,3.1,2.75,H,7.0,11.0
Brighton,Crystal Palace,3.01,3.2,2.85,H,7.0,11.0
Brighton,Crystal Palace,2.9,3.06,2.72,H,7.0,11.0
Watford,Man City,11.0,6.0,1.3,A,31.0,18.0
Watford,Man City,10.0,5.5,1.29,A,31.0,18.0
Watford,Man City,12.0,6.0,1.3,A,31.0,18.0
Watford,Man City,12.0,6.25,1.33,A,31.0,18.0
Watford,Man City,10.09,5.8,1.3,A,31.0,18.0
West Ham,Cardiff,1.66,4.0,5.75,H,33.0,9.0
West Ham,Cardiff,1.62,3.9,5.8,H,33.0,9.0
West Ham,Cardiff,1.67,4.0,5.75,H,33.0,9.0
West Ham,Cardiff,1.71,4.1,6.0,H,33.0,9.0
West Ham,Cardiff,1.65,3.95,5.55,H,33.0,9.0
Burnley,Liverpool,14.0,5.75,1.28,A,8.0,17.0
Burnley,Liverpool,12.0,5.5,1.27,A,8.0,17.0
Burnley,Liverpool,13.0,5.75,1.3,A,8.0,17.0
Burnley,Liverpool,14.0,6.25,1.3,A,8.0,17.0
Burnley,Liverpool,11.64,5.7,1.28,A,8.0,17.0
Everton,Newcastle,1.6,4.0,6.5,D,12.0,21.0
Everton,Newcastle,1.57,3.8,6.5,D,12.0,21.0
Everton,Newcastle,1.6,4.0,7.0,D,12.0,21.0
Everton,Newcastle,1.65,4.1,7.0,D,12.0,21.0
Everton,Newcastle,1.58,3.9,6.4,D,12.0,21.0
Fulham,Leicester,3.0,3.5,2.45,D,13.0,16.0
Fulham,Leicester,2.9,3.4,2.4,D,13.0,16.0
Fulham,Leicester,3.0,3.5,2.5,D,13.0,16.0
Fulham,Leicester,3.06,3.6,2.52,D,13.0,16.0
Fulham,Leicester,2.97,3.43,2.41,D,13.0,16.0
Man United,Arsenal,2.45,3.5,3.0,D,19.0,0.0
Man United,Arsenal,2.38,3.5,2.9,D,19.0,0.0
Man United,Arsenal,2.45,3.5,2.9,D,19.0,0.0
Man United,Arsenal,2.52,3.6,3.05,D,19.0,0.0
Man United,Arsenal,2.4,3.48,2.93,D,19.0,0.0
Tottenham,Southampton,1.36,5.25,9.5,H,30.0,26.0
Tottenham,Southampton,1.36,4.8,9.0,H,30.0,26.0
Tottenham,Southampton,1.36,5.2,9.5,H,30.0,26.0
Tottenham,Southampton,1.4,5.25,10.0,H,30.0,26.0
Tottenham,Southampton,1.37,4.96,8.82,H,30.0,26.0
Wolves,Chelsea,5.0,3.75,1.8,H,35.0,10.0
Wolves,Chelsea,4.8,3.7,1.75,H,35.0,10.0
Wolves,Chelsea,5.0,3.8,1.8,H,35.0,10.0
Wolves,Chelsea,5.06,3.9,1.83,H,35.0,10.0
Wolves,Chelsea,4.7,3.71,1.78,H,35.0,10.0
Arsenal,Huddersfield,1.28,6.0,12.0,H,0.0,14.0
Arsenal,Huddersfield,1.25,6.0,12.0,H,0.0,14.0
Arsenal,Huddersfield,1.29,6.0,13.0,H,0.0,14.0
Arsenal,Huddersfield,1.3,6.25,13.0,H,0.0,14.0
Arsenal,Huddersfield,1.28,5.88,11.2,H,0.0,14.0
Bournemouth,Liverpool,5.75,4.5,1.6,A,6.0,17.0
Bournemouth,Liverpool,5.8,4.33,1.55,A,6.0,17.0
Bournemouth,Liverpool,6.0,4.5,1.57,A,6.0,17.0
Bournemouth,Liverpool,6.0,4.57,1.68,A,6.0,17.0
Bournemouth,Liverpool,5.53,4.33,1.59,A,6.0,17.0
Burnley,Brighton,2.9,3.2,2.75,H,8.0,7.0
Burnley,Brighton,2.75,3.1,2.75,H,8.0,7.0
Burnley,Brighton,2.88,3.2,2.8,H,8.0,7.0
Burnley,Brighton,2.95,3.2,2.85,H,8.0,7.0
Burnley,Brighton,2.84,3.08,2.73,H,8.0,7.0
Cardiff,Southampton,2.9,3.25,2.7,H,9.0,26.0
Cardiff,Southampton,2.8,3.25,2.6,H,9.0,26.0
Cardiff,Southampton,2.9,3.25,2.7,H,9.0,26.0
Cardiff,Southampton,2.95,3.33,2.72,H,9.0,26.0
Cardiff,Southampton,2.86,3.21,2.62,H,9.0,26.0
Chelsea,Man City,4.0,3.8,1.95,H,10.0,18.0
Chelsea,Man City,3.8,3.7,1.95,H,10.0,18.0
Chelsea,Man City,3.9,3.8,2.0,H,10.0,18.0
Chelsea,Man City,4.2,3.8,2.0,H,10.0,18.0
Chelsea,Man City,3.85,3.67,1.95,H,10.0,18.0
Leicester,Tottenham,3.8,3.75,2.0,A,16.0,30.0
Leicester,Tottenham,3.75,3.5,2.0,A,16.0,30.0
Leicester,Tottenham,3.9,3.7,2.0,A,16.0,30.0
Leicester,Tottenham,4.0,3.75,2.08,A,16.0,30.0
Leicester,Tottenham,3.79,3.55,2.0,A,16.0,30.0
Man United,Fulham,1.33,5.75,10.0,H,19.0,13.0
Man United,Fulham,1.35,5.0,9.0,H,19.0,13.0
Man United,Fulham,1.36,5.4,9.5,H,19.0,13.0
Man United,Fulham,1.38,5.75,10.5,H,19.0,13.0
Man United,Fulham,1.35,5.24,9.11,H,19.0,13.0
West Ham,Crystal Palace,2.3,3.4,3.4,H,33.0,11.0
West Ham,Crystal Palace,2.25,3.3,3.3,H,33.0,11.0
West Ham,Crystal Palace,2.25,3.4,3.4,H,33.0,11.0
West Ham,Crystal Palace,2.33,3.45,3.5,H,33.0,11.0
West Ham,Crystal Palace,2.26,3.34,3.32,H,33.0,11.0
Newcastle,Wolves,2.9,3.2,2.7,A,21.0,35.0
Newcastle,Wolves,2.9,3.1,2.62,A,21.0,35.0
Newcastle,Wolves,3.0,3.13,2.63,A,21.0,35.0
Newcastle,Wolves,3.01,3.2,2.82,A,21.0,35.0
Newcastle,Wolves,2.91,3.08,2.65,A,21.0,35.0
Everton,Watford,1.8,3.75,5.0,D,12.0,31.0
Everton,Watford,1.73,3.8,4.8,D,12.0,31.0
Everton,Watford,1.75,3.8,5.0,D,12.0,31.0
Everton,Watford,1.82,3.95,5.11,D,12.0,31.0
Everton,Watford,1.75,3.74,4.77,D,12.0,31.0
Crystal Palace,Leicester,2.62,3.2,3.0,H,11.0,16.0
Crystal Palace,Leicester,2.62,3.1,2.88,H,11.0,16.0
Crystal Palace,Leicester,2.7,3.13,3.0,H,11.0,16.0
Crystal Palace,Leicester,2.72,3.2,3.05,H,11.0,16.0
Crystal Palace,Leicester,2.64,3.12,2.92,H,11.0,16.0
Fulham,West Ham,2.9,3.6,2.5,A,13.0,33.0
Fulham,West Ham,2.9,3.5,2.38,A,13.0,33.0
Fulham,West Ham,3.0,3.6,2.45,A,13.0,33.0
Fulham,West Ham,3.03,3.65,2.51,A,13.0,33.0
Fulham,West Ham,2.9,3.51,2.42,A,13.0,33.0
Huddersfield,Newcastle,2.6,3.1,3.1,A,14.0,21.0
Huddersfield,Newcastle,2.62,3.0,3.0,A,14.0,21.0
Huddersfield,Newcastle,2.7,3.0,3.1,A,14.0,21.0
Huddersfield,Newcastle,2.73,3.2,3.2,A,14.0,21.0
Huddersfield,Newcastle,2.63,3.01,3.05,A,14.0,21.0
Man City,Everton,1.22,7.5,13.0,H,18.0,12.0
Man City,Everton,1.2,7.0,13.0,H,18.0,12.0
Man City,Everton,1.22,7.0,15.0,H,18.0,12.0
Man City,Everton,1.26,7.5,15.0,H,18.0,12.0
Man City,Everton,1.22,6.83,12.85,H,18.0,12.0
Tottenham,Burnley,1.18,8.0,19.0,H,30.0,8.0
Tottenham,Burnley,1.15,8.0,15.0,H,30.0,8.0
Tottenham,Burnley,1.18,8.0,21.0,H,30.0,8.0
Tottenham,Burnley,1.2,8.15,21.0,H,30.0,8.0
Tottenham,Burnley,1.18,7.45,16.85,H,30.0,8.0
Watford,Cardiff,1.64,3.9,6.0,H,31.0,9.0
Watford,Cardiff,1.6,3.9,6.0,H,31.0,9.0
Watford,Cardiff,1.65,3.9,6.25,H,31.0,9.0
Watford,Cardiff,1.7,4.1,6.37,H,31.0,9.0
Watford,Cardiff,1.64,3.87,5.81,H,31.0,9.0
Wolves,Bournemouth,1.95,3.6,4.33,H,35.0,6.0
Wolves,Bournemouth,1.95,3.5,4.0,H,35.0,6.0
Wolves,Bournemouth,1.95,3.6,4.1,H,35.0,6.0
Wolves,Bournemouth,2.03,3.65,4.35,H,35.0,6.0
Wolves,Bournemouth,1.96,3.51,4.09,H,35.0,6.0
Brighton,Chelsea,7.5,4.5,1.5,A,7.0,10.0
Brighton,Chelsea,7.0,4.33,1.47,A,7.0,10.0
Brighton,Chelsea,7.5,4.5,1.5,A,7.0,10.0
Brighton,Chelsea,8.5,4.6,1.52,A,7.0,10.0
Brighton,Chelsea,7.4,4.31,1.48,A,7.0,10.0
Liverpool,Man United,1.57,4.5,6.0,H,17.0,19.0
Liverpool,Man United,1.52,4.33,6.0,H,17.0,19.0
Liverpool,Man United,1.5,4.5,7.0,H,17.0,19.0
Liverpool,Man United,1.65,4.51,7.0,H,17.0,19.0
Liverpool,Man United,1.54,4.31,6.29,H,17.0,19.0
Southampton,Arsenal,4.1,3.9,1.9,H,26.0,0.0
Southampton,Arsenal,3.9,3.75,1.91,H,26.0,0.0
Southampton,Arsenal,4.0,3.9,1.95,H,26.0,0.0
