Hteam,Ateam,Month,1,N,2,Result,TeamH,TeamA
Arsenal,Aston Villa,5,1.35,4.5,8.25,A,0.0,1.0
Arsenal,Aston Villa,5,1.25,5.0,10.0,A,0.0,1.0
Arsenal,Aston Villa,5,1.4,4.5,8.0,A,0.0,1.0
Arsenal,Aston Villa,5,1.36,5.25,9.0,A,0.0,1.0
Arsenal,Aston Villa,5,1.4,5.3,10.0,A,0.0,1.0
Arsenal,Aston Villa,5,1.36,4.86,8.69,A,0.0,1.0
Birmingham,Fulham,5,2.2,3.25,3.4,A,2.0,13.0
Birmingham,Fulham,5,2.15,3.2,3.3,A,2.0,13.0
Birmingham,Fulham,5,1.9,3.4,3.6,A,2.0,13.0
Birmingham,Fulham,5,2.3,3.1,3.3,A,2.0,13.0
Birmingham,Fulham,5,2.25,3.3,3.6,A,2.0,13.0
Birmingham,Fulham,5,2.31,3.37,3.75,A,2.0,13.0
Birmingham,Fulham,5,2.19,3.26,3.4,A,2.0,13.0
Chelsea,Newcastle,5,1.25,6.0,11.0,D,10.0,21.0
Chelsea,Newcastle,5,1.22,5.75,11.0,D,10.0,21.0
Chelsea,Newcastle,5,1.22,5.3,11.0,D,10.0,21.0
Chelsea,Newcastle,5,1.25,5.0,15.0,D,10.0,21.0
Chelsea,Newcastle,5,1.25,6.5,13.0,D,10.0,21.0
Chelsea,Newcastle,5,1.26,6.94,15.17,D,10.0,21.0
Chelsea,Newcastle,5,1.23,6.12,13.07,D,10.0,21.0
Liverpool,Tottenham,5,1.73,3.8,4.75,A,17.0,30.0
Liverpool,Tottenham,5,1.7,3.65,4.5,A,17.0,30.0
Liverpool,Tottenham,5,1.85,3.4,3.8,A,17.0,30.0
Liverpool,Tottenham,5,1.8,3.5,4.5,A,17.0,30.0
Liverpool,Tottenham,5,1.75,3.75,5.0,A,17.0,30.0
Liverpool,Tottenham,5,1.8,3.96,5.11,A,17.0,30.0
Liverpool,Tottenham,5,1.74,3.7,4.67,A,17.0,30.0
Wigan,West Ham,5,2.1,3.4,3.5,H,34.0,33.0
Wigan,West Ham,5,2.05,3.35,3.4,H,34.0,33.0
Wigan,West Ham,5,1.9,3.4,3.6,H,34.0,33.0
Wigan,West Ham,5,2.15,3.3,3.4,H,34.0,33.0
Wigan,West Ham,5,2.15,3.5,3.6,H,34.0,33.0
Wigan,West Ham,5,2.22,3.5,3.6,H,34.0,33.0
Wigan,West Ham,5,2.15,3.39,3.38,H,34.0,33.0
Man City,Stoke,5,1.36,4.75,9.0,H,18.0,27.0
Man City,Stoke,5,1.34,4.6,8.75,H,18.0,27.0
Man City,Stoke,5,1.35,4.5,7.3,H,18.0,27.0
Man City,Stoke,5,1.4,4.33,8.5,H,18.0,27.0
Man City,Stoke,5,1.4,4.75,9.0,H,18.0,27.0
Man City,Stoke,5,1.48,4.6,9.2,H,18.0,27.0
Man City,Stoke,5,1.42,4.34,8.23,H,18.0,27.0
Aston Villa,Liverpool,5,3.2,3.4,2.25,H,1.0,17.0
Aston Villa,Liverpool,5,3.15,3.35,2.15,H,1.0,17.0
Aston Villa,Liverpool,5,2.8,3.2,2.3,H,1.0,17.0
Aston Villa,Liverpool,5,2.62,3.2,2.3,H,1.0,17.0
Aston Villa,Liverpool,5,3.25,3.4,2.3,H,1.0,17.0
Aston Villa,Liverpool,5,3.34,3.47,2.38,H,1.0,17.0
Aston Villa,Liverpool,5,3.11,3.3,2.28,H,1.0,17.0
Bolton,Man City,5,5.0,3.75,1.7,A,5.0,18.0
Bolton,Man City,5,5.15,3.8,1.6,A,5.0,18.0
Bolton,Man City,5,4.4,3.5,1.7,A,5.0,18.0
Bolton,Man City,5,4.33,3.5,1.73,A,5.0,18.0
Bolton,Man City,5,5.25,3.8,1.7,A,5.0,18.0
Bolton,Man City,5,5.45,4.06,1.73,A,5.0,18.0
Bolton,Man City,5,4.92,3.72,1.69,A,5.0,18.0
Everton,Chelsea,5,3.1,3.25,2.38,H,12.0,10.0
Everton,Chelsea,5,3.1,3.4,2.15,H,12.0,10.0
Everton,Chelsea,5,2.8,3.1,2.4,H,12.0,10.0
Everton,Chelsea,5,2.62,3.2,2.3,H,12.0,10.0
Everton,Chelsea,5,3.1,3.4,2.38,H,12.0,10.0
Everton,Chelsea,5,3.25,3.52,2.43,H,12.0,10.0
Everton,Chelsea,5,3.04,3.32,2.31,H,12.0,10.0
Fulham,Arsenal,5,3.75,3.6,1.95,D,13.0,0.0
Fulham,Arsenal,5,3.8,3.4,1.9,D,13.0,0.0
Fulham,Arsenal,5,3.3,3.3,2.0,D,13.0,0.0
Fulham,Arsenal,5,3.5,3.4,1.95,D,13.0,0.0
Fulham,Arsenal,5,3.75,3.75,2.0,D,13.0,0.0
Fulham,Arsenal,5,3.85,3.67,2.12,D,13.0,0.0
Fulham,Arsenal,5,3.63,3.46,2.01,D,13.0,0.0
Man United,Blackpool,5,1.6,4.0,5.5,H,19.0,4.0
Man United,Blackpool,5,1.55,4.1,5.25,H,19.0,4.0
Man United,Blackpool,5,1.65,3.8,4.0,H,19.0,4.0
Man United,Blackpool,5,1.57,3.8,5.0,H,19.0,4.0
Man United,Blackpool,5,1.62,4.2,5.5,H,19.0,4.0
Man United,Blackpool,5,1.6,4.46,6.61,H,19.0,4.0
Man United,Blackpool,5,1.56,4.13,5.57,H,19.0,4.0
Newcastle,West Brom,5,2.0,3.5,3.75,D,21.0,32.0
Newcastle,West Brom,5,1.95,3.45,3.6,D,21.0,32.0
Newcastle,West Brom,5,1.9,3.3,3.7,D,21.0,32.0
Newcastle,West Brom,5,1.91,3.3,3.3,D,21.0,32.0
Newcastle,West Brom,5,2.05,3.5,3.75,D,21.0,32.0
Newcastle,West Brom,5,2.14,3.6,3.88,D,21.0,32.0
Newcastle,West Brom,5,2.03,3.38,3.63,D,21.0,32.0
Stoke,Wigan,5,2.75,3.6,2.4,A,27.0,34.0
Stoke,Wigan,5,2.75,3.5,2.3,A,27.0,34.0
Stoke,Wigan,5,2.8,3.2,2.3,A,27.0,34.0
Stoke,Wigan,5,2.7,3.2,2.3,A,27.0,34.0
Stoke,Wigan,5,2.75,3.6,2.5,A,27.0,34.0
Stoke,Wigan,5,2.9,3.7,2.61,A,27.0,34.0
Stoke,Wigan,5,2.76,3.42,2.45,A,27.0,34.0
Tottenham,Birmingham,5,1.53,4.0,6.5,H,30.0,2.0
Tottenham,Birmingham,5,1.5,4.0,6.0,H,30.0,2.0
Tottenham,Birmingham,5,1.55,4.0,4.6,H,30.0,2.0
Tottenham,Birmingham,5,1.53,3.6,5.0,H,30.0,2.0
Tottenham,Birmingham,5,1.53,4.4,6.5,H,30.0,2.0
Tottenham,Birmingham,5,1.57,4.5,6.87,H,30.0,2.0
Tottenham,Birmingham,5,1.53,4.07,6.13,H,30.0,2.0
West Ham,Sunderland,5,2.0,3.5,3.75,A,33.0,28.0
West Ham,Sunderland,5,1.95,3.4,3.65,A,33.0,28.0
West Ham,Sunderland,5,2.0,3.3,3.3,A,33.0,28.0
West Ham,Sunderland,5,1.95,3.3,3.25,A,33.0,28.0
West Ham,Sunderland,5,2.0,3.6,4.0,A,33.0,28.0
West Ham,Sunderland,5,2.03,3.62,4.0,A,33.0,28.0
West Ham,Sunderland,5,1.97,3.44,3.74,A,33.0,28.0
Wolves,Blackburn,5,2.2,3.0,3.75,A,35.0,3.0
Wolves,Blackburn,5,2.05,3.0,3.8,A,35.0,3.0
Wolves,Blackburn,5,2.0,3.3,3.3,A,35.0,3.0
Wolves,Blackburn,5,2.0,3.1,3.3,A,35.0,3.0
Wolves,Blackburn,5,2.15,3.12,4.0,A,35.0,3.0
Wolves,Blackburn,5,2.23,3.2,4.04,A,35.0,3.0
Wolves,Blackburn,5,2.13,3.11,3.68,A,35.0,3.0
Arsenal,Crystal Palace,8,1.25,6.5,15.0,H,0.0,11.0
Arsenal,Crystal Palace,8,1.25,5.5,12.0,H,0.0,11.0
Arsenal,Crystal Palace,8,1.3,5.0,9.0,H,0.0,11.0
Arsenal,Crystal Palace,8,1.25,5.5,12.0,H,0.0,11.0
Arsenal,Crystal Palace,8,1.25,6.25,10.5,H,0.0,11.0
Arsenal,Crystal Palace,8,1.3,6.7,16.0,H,0.0,11.0
Arsenal,Crystal Palace,8,1.25,5.96,12.43,H,0.0,11.0
Leicester,Everton,8,3.2,3.4,2.4,D,16.0,12.0
Leicester,Everton,8,2.9,3.2,2.4,D,16.0,12.0
Leicester,Everton,8,2.9,3.3,2.3,D,16.0,12.0
Leicester,Everton,8,3.1,3.1,2.4,D,16.0,12.0
Leicester,Everton,8,3.2,3.4,2.4,D,16.0,12.0
Leicester,Everton,8,3.3,3.45,2.42,D,16.0,12.0
Leicester,Everton,8,3.06,3.32,2.36,D,16.0,12.0
Man United,Swansea,8,1.36,5.0,11.0,A,19.0,29.0
Man United,Swansea,8,1.4,4.75,9.0,A,19.0,29.0
Man United,Swansea,8,1.33,5.0,8.0,A,19.0,29.0
Man United,Swansea,8,1.36,4.5,9.0,A,19.0,29.0
Man United,Swansea,8,1.36,5.2,10.0,A,19.0,29.0
Man United,Swansea,8,1.38,5.5,11.03,A,19.0,29.0
Man United,Swansea,8,1.34,4.96,9.32,A,19.0,29.0
QPR,Hull,8,2.5,3.3,3.1,A,24.0,15.0
QPR,Hull,8,2.5,3.1,2.85,A,24.0,15.0
QPR,Hull,8,2.3,3.3,2.9,A,24.0,15.0
QPR,Hull,8,2.6,3.0,2.9,A,24.0,15.0
QPR,Hull,8,2.55,3.2,3.12,A,24.0,15.0
QPR,Hull,8,2.6,3.4,3.2,A,24.0,15.0
QPR,Hull,8,2.47,3.18,3.02,A,24.0,15.0
Stoke,Aston Villa,8,1.95,3.5,4.5,A,27.0,1.0
Stoke,Aston Villa,8,1.95,3.3,3.9,A,27.0,1.0
Stoke,Aston Villa,8,2.0,3.3,3.6,A,27.0,1.0
Stoke,Aston Villa,8,1.95,3.2,4.2,A,27.0,1.0
Stoke,Aston Villa,8,1.95,3.3,4.75,A,27.0,1.0
Stoke,Aston Villa,8,2.0,3.5,4.8,A,27.0,1.0
Stoke,Aston Villa,8,1.92,3.38,4.27,A,27.0,1.0
West Brom,Sunderland,8,2.25,3.4,3.5,D,32.0,28.0
West Brom,Sunderland,8,2.3,3.25,3.1,D,32.0,28.0
West Brom,Sunderland,8,2.2,3.3,3.1,D,32.0,28.0
West Brom,Sunderland,8,2.3,3.1,3.3,D,32.0,28.0
West Brom,Sunderland,8,2.25,3.3,3.6,D,32.0,28.0
West Brom,Sunderland,8,2.3,3.5,3.7,D,32.0,28.0
West Brom,Sunderland,8,2.23,3.31,3.34,D,32.0,28.0
West Ham,Tottenham,8,3.8,3.6,2.05,A,33.0,30.0
West Ham,Tottenham,8,3.5,3.4,2.05,A,33.0,30.0
West Ham,Tottenham,8,3.1,3.3,2.2,A,33.0,30.0
West Ham,Tottenham,8,3.75,3.3,2.05,A,33.0,30.0
West Ham,Tottenham,8,4.0,3.5,2.05,A,33.0,30.0
West Ham,Tottenham,8,4.05,3.62,2.2,A,33.0,30.0
West Ham,Tottenham,8,3.74,3.43,2.03,A,33.0,30.0
Liverpool,Southampton,8,1.33,5.75,10.0,H,17.0,26.0
Liverpool,Southampton,8,1.36,4.5,8.75,H,17.0,26.0
Liverpool,Southampton,8,1.35,4.8,7.6,H,17.0,26.0
Liverpool,Southampton,8,1.36,4.5,9.0,H,17.0,26.0
Liverpool,Southampton,8,1.36,5.25,10.0,H,17.0,26.0
Liverpool,Southampton,8,1.38,5.8,11.0,H,17.0,26.0
Liverpool,Southampton,8,1.34,5.16,9.0,H,17.0,26.0
Newcastle,Man City,8,5.25,4.33,1.67,A,21.0,18.0
Newcastle,Man City,8,4.75,3.8,1.67,A,21.0,18.0
Newcastle,Man City,8,4.9,3.7,1.65,A,21.0,18.0
Newcastle,Man City,8,5.0,3.75,1.67,A,21.0,18.0
Newcastle,Man City,8,5.5,4.1,1.67,A,21.0,18.0
Newcastle,Man City,8,5.97,4.33,1.67,A,21.0,18.0
Newcastle,Man City,8,5.24,4.0,1.64,A,21.0,18.0
Burnley,Chelsea,8,9.0,5.0,1.4,A,8.0,10.0
Burnley,Chelsea,8,7.5,4.6,1.4,A,8.0,10.0
Burnley,Chelsea,8,6.8,4.6,1.4,A,8.0,10.0
Burnley,Chelsea,8,9.0,4.2,1.4,A,8.0,10.0
Burnley,Chelsea,8,10.0,4.8,1.4,A,8.0,10.0
Burnley,Chelsea,8,11.0,5.1,1.42,A,8.0,10.0
Burnley,Chelsea,8,8.72,4.63,1.39,A,8.0,10.0
Aston Villa,Newcastle,8,2.5,3.4,3.0,D,1.0,21.0
Aston Villa,Newcastle,8,2.6,3.25,2.9,D,1.0,21.0
Aston Villa,Newcastle,8,2.3,3.3,2.9,D,1.0,21.0
Aston Villa,Newcastle,8,2.45,3.25,2.9,D,1.0,21.0
Aston Villa,Newcastle,8,2.5,3.3,3.1,D,1.0,21.0
Aston Villa,Newcastle,8,2.65,3.45,3.11,D,1.0,21.0
Aston Villa,Newcastle,8,2.5,3.27,2.92,D,1.0,21.0
Chelsea,Leicester,8,1.2,7.5,17.0,H,10.0,16.0
Chelsea,Leicester,8,1.25,6.25,12.5,H,10.0,16.0
Chelsea,Leicester,8,1.22,5.5,12.0,H,10.0,16.0
Chelsea,Leicester,8,1.22,5.5,15.0,H,10.0,16.0
Chelsea,Leicester,8,1.22,7.0,17.0,H,10.0,16.0
Chelsea,Leicester,8,1.24,7.8,18.48,H,10.0,16.0
Chelsea,Leicester,8,1.2,6.79,14.59,H,10.0,16.0
Crystal Palace,West Ham,8,2.5,3.3,3.1,A,11.0,33.0
Crystal Palace,West Ham,8,2.5,3.0,2.95,A,11.0,33.0
Crystal Palace,West Ham,8,2.3,3.3,2.9,A,11.0,33.0
Crystal Palace,West Ham,8,2.5,3.2,2.8,A,11.0,33.0
Crystal Palace,West Ham,8,2.5,3.2,3.2,A,11.0,33.0
Crystal Palace,West Ham,8,2.52,3.31,3.35,A,11.0,33.0
Crystal Palace,West Ham,8,2.44,3.18,3.07,A,11.0,33.0
Everton,Arsenal,8,2.8,3.4,2.7,D,12.0,0.0
Everton,Arsenal,8,2.75,3.25,2.7,D,12.0,0.0
Everton,Arsenal,8,2.75,3.3,2.4,D,12.0,0.0
Everton,Arsenal,8,2.7,3.1,2.7,D,12.0,0.0
Everton,Arsenal,8,2.7,3.4,2.8,D,12.0,0.0
Everton,Arsenal,8,2.82,3.5,2.78,D,12.0,0.0
Everton,Arsenal,8,2.71,3.3,2.65,D,12.0,0.0
Southampton,West Brom,8,1.85,3.7,4.75,D,26.0,32.0
Southampton,West Brom,8,1.87,3.75,4.2,D,26.0,32.0
Southampton,West Brom,8,1.95,3.35,3.7,D,26.0,32.0
Southampton,West Brom,8,1.91,3.2,4.5,D,26.0,32.0
Southampton,West Brom,8,1.87,3.7,4.5,D,26.0,32.0
Southampton,West Brom,8,1.95,3.8,4.8,D,26.0,32.0
Southampton,West Brom,8,1.86,3.52,4.43,D,26.0,32.0
Swansea,Burnley,8,1.65,4.0,6.0,H,29.0,8.0
Swansea,Burnley,8,1.7,3.6,5.75,H,29.0,8.0
Swansea,Burnley,8,1.7,3.6,4.7,H,29.0,8.0
Swansea,Burnley,8,1.67,3.4,6.0,H,29.0,8.0
Swansea,Burnley,8,1.65,4.0,6.0,H,29.0,8.0
Swansea,Burnley,8,1.7,4.11,6.25,H,29.0,8.0
Swansea,Burnley,8,1.64,3.83,5.65,H,29.0,8.0
Hull,Stoke,8,2.5,3.25,3.2,D,15.0,27.0
Hull,Stoke,8,2.55,3.2,2.95,D,15.0,27.0
Hull,Stoke,8,2.3,3.3,2.9,D,15.0,27.0
Hull,Stoke,8,2.5,3.2,2.8,D,15.0,27.0
Hull,Stoke,8,2.5,3.1,3.3,D,15.0,27.0
Hull,Stoke,8,2.6,3.3,3.31,D,15.0,27.0
Hull,Stoke,8,2.44,3.16,3.1,D,15.0,27.0
Sunderland,Man United,8,5.0,4.0,1.75,D,28.0,19.0
Sunderland,Man United,8,4.4,3.75,1.83,D,28.0,19.0
Sunderland,Man United,8,4.9,3.7,1.65,D,28.0,19.0
Sunderland,Man United,8,4.5,3.5,1.8,D,28.0,19.0
Sunderland,Man United,8,5.0,3.9,1.75,D,28.0,19.0
Sunderland,Man United,8,5.25,4.0,1.81,D,28.0,19.0
Sunderland,Man United,8,4.8,3.68,1.76,D,28.0,19.0
Tottenham,QPR,8,1.45,4.75,8.0,H,30.0,24.0
Tottenham,QPR,8,1.48,4.25,7.75,H,30.0,24.0
Tottenham,QPR,8,1.45,4.0,7.0,H,30.0,24.0
Tottenham,QPR,8,1.5,4.0,7.0,H,30.0,24.0
Tottenham,QPR,8,1.5,4.4,7.5,H,30.0,24.0
Tottenham,QPR,8,1.51,4.77,8.2,H,30.0,24.0
Tottenham,QPR,8,1.46,4.37,7.21,H,30.0,24.0
Man City,Liverpool,8,1.85,4.0,4.33,H,18.0,17.0
Man City,Liverpool,8,1.87,3.9,4.0,H,18.0,17.0
Man City,Liverpool,8,1.85,3.45,4.0,H,18.0,17.0
Man City,Liverpool,8,1.85,3.4,4.33,H,18.0,17.0
Man City,Liverpool,8,1.85,4.0,4.3,H,18.0,17.0
Man City,Liverpool,8,1.88,4.1,4.5,H,18.0,17.0
Man City,Liverpool,8,1.83,3.72,4.26,H,18.0,17.0
Burnley,Man United,8,6.0,4.2,1.62,D,8.0,19.0
Burnley,Man United,8,5.75,4.0,1.62,D,8.0,19.0
Burnley,Man United,8,5.6,3.9,1.55,D,8.0,19.0
Burnley,Man United,8,6.5,3.4,1.62,D,8.0,19.0
Burnley,Man United,8,6.25,4.0,1.62,D,8.0,19.0
Burnley,Man United,8,6.54,4.27,1.67,D,8.0,19.0
Burnley,Man United,8,5.97,3.89,1.6,D,8.0,19.0
Everton,Chelsea,8,3.75,3.3,2.2,A,12.0,10.0
Everton,Chelsea,8,3.5,3.3,2.2,A,12.0,10.0
Everton,Chelsea,8,3.6,3.3,2.0,A,12.0,10.0
Everton,Chelsea,8,3.6,2.88,2.25,A,12.0,10.0
Everton,Chelsea,8,3.7,3.4,2.15,A,12.0,10.0
Everton,Chelsea,8,3.84,3.5,2.22,A,12.0,10.0
Everton,Chelsea,8,3.56,3.31,2.15,A,12.0,10.0
Man City,Stoke,8,1.18,8.0,18.0,A,18.0,27.0
Man City,Stoke,8,1.18,6.5,14.5,A,18.0,27.0
Man City,Stoke,8,1.2,5.8,13.0,A,18.0,27.0
Man City,Stoke,8,1.2,5.5,21.0,A,18.0,27.0
Man City,Stoke,8,1.2,7.0,20.0,A,18.0,27.0
Man City,Stoke,8,1.21,8.0,21.0,A,18.0,27.0
Man City,Stoke,8,1.19,7.04,15.58,A,18.0,27.0
Newcastle,Crystal Palace,8,1.75,3.75,5.25,D,21.0,11.0
Newcastle,Crystal Palace,8,1.75,3.5,4.75,D,21.0,11.0
Newcastle,Crystal Palace,8,1.75,3.5,4.5,D,21.0,11.0
Newcastle,Crystal Palace,8,1.75,3.2,5.5,D,21.0,11.0
Newcastle,Crystal Palace,8,1.75,3.6,5.75,D,21.0,11.0
Newcastle,Crystal Palace,8,1.77,3.8,5.8,D,21.0,11.0
Newcastle,Crystal Palace,8,1.72,3.6,5.22,D,21.0,11.0
QPR,Sunderland,8,2.4,3.25,3.3,H,24.0,28.0
QPR,Sunderland,8,2.45,3.2,2.85,H,24.0,28.0
QPR,Sunderland,8,2.5,3.3,2.65,H,24.0,28.0
QPR,Sunderland,8,2.5,2.9,3.1,H,24.0,28.0
QPR,Sunderland,8,2.45,3.12,3.4,H,24.0,28.0
QPR,Sunderland,8,2.51,3.3,3.4,H,24.0,28.0
QPR,Sunderland,8,2.41,3.17,3.13,H,24.0,28.0
Swansea,West Brom,8,1.85,3.6,4.75,H,29.0,32.0
Swansea,West Brom,8,1.85,3.4,4.2,H,29.0,32.0
Swansea,West Brom,8,1.8,3.5,4.2,H,29.0,32.0
Swansea,West Brom,8,1.91,3.1,4.5,H,29.0,32.0
Swansea,West Brom,8,1.91,3.6,4.5,H,29.0,32.0
Swansea,West Brom,8,1.91,3.7,4.9,H,29.0,32.0
Swansea,West Brom,8,1.85,3.51,4.47,H,29.0,32.0
West Ham,Southampton,8,2.8,3.4,2.7,A,33.0,26.0
West Ham,Southampton,8,2.6,3.2,2.7,A,33.0,26.0
West Ham,Southampton,8,2.5,3.3,2.65,A,33.0,26.0
West Ham,Southampton,8,2.9,2.8,2.75,A,33.0,26.0
West Ham,Southampton,8,2.8,3.3,2.75,A,33.0,26.0
West Ham,Southampton,8,2.9,3.5,2.76,A,33.0,26.0
West Ham,Southampton,8,2.73,3.26,2.65,A,33.0,26.0
Aston Villa,Hull,8,2.3,3.3,3.5,H,1.0,15.0
Aston Villa,Hull,8,2.35,3.1,3.1,H,1.0,15.0
Aston Villa,Hull,8,2.1,3.3,3.3,H,1.0,15.0
Aston Villa,Hull,8,2.38,2.88,3.4,H,1.0,15.0
Aston Villa,Hull,8,2.3,3.1,3.7,H,1.0,15.0
Aston Villa,Hull,8,2.38,3.3,3.75,H,1.0,15.0
Aston Villa,Hull,8,2.25,3.15,3.47,H,1.0,15.0
Leicester,Arsenal,8,4.75,3.75,1.83,D,16.0,0.0
Leicester,Arsenal,8,4.33,3.4,1.83,D,16.0,0.0
Leicester,Arsenal,8,4.5,3.5,1.75,D,16.0,0.0
Leicester,Arsenal,8,4.8,3.0,1.91,D,16.0,0.0
Leicester,Arsenal,8,4.6,3.75,1.85,D,16.0,0.0
Leicester,Arsenal,8,4.75,3.9,1.89,D,16.0,0.0
Leicester,Arsenal,8,4.48,3.6,1.82,D,16.0,0.0
Tottenham,Liverpool,8,2.7,3.5,2.7,A,30.0,17.0
Tottenham,Liverpool,8,2.7,3.2,2.7,A,30.0,17.0
Tottenham,Liverpool,8,2.6,3.2,2.6,A,30.0,17.0
Tottenham,Liverpool,8,2.7,3.0,2.8,A,30.0,17.0
Tottenham,Liverpool,8,2.7,3.5,2.7,A,30.0,17.0
Tottenham,Liverpool,8,2.74,3.6,2.8,A,30.0,17.0
Tottenham,Liverpool,8,2.63,3.38,2.68,A,30.0,17.0
Arsenal,Man City,9,3.0,3.4,2.5,D,0.0,18.0
Arsenal,Man City,9,2.85,3.5,2.5,D,0.0,18.0
Arsenal,Man City,9,2.75,3.3,2.4,D,0.0,18.0
Arsenal,Man City,9,3.0,3.0,2.5,D,0.0,18.0
Arsenal,Man City,9,2.9,3.5,2.5,D,0.0,18.0
Arsenal,Man City,9,3.05,3.55,2.51,D,0.0,18.0
Arsenal,Man City,9,2.93,3.35,2.43,D,0.0,18.0
Chelsea,Swansea,9,1.3,5.75,12.0,H,10.0,29.0
Chelsea,Swansea,9,1.3,5.0,9.5,H,10.0,29.0
Chelsea,Swansea,9,1.3,5.0,9.0,H,10.0,29.0
Chelsea,Swansea,9,1.3,5.0,11.0,H,10.0,29.0
Chelsea,Swansea,9,1.3,5.5,12.0,H,10.0,29.0
Chelsea,Swansea,9,1.33,6.0,12.5,H,10.0,29.0
Chelsea,Swansea,9,1.3,5.41,10.78,H,10.0,29.0
Crystal Palace,Burnley,9,2.25,3.3,3.6,D,11.0,8.0
Crystal Palace,Burnley,9,2.25,3.2,3.2,D,11.0,8.0
Crystal Palace,Burnley,9,2.0,3.3,3.6,D,11.0,8.0
Crystal Palace,Burnley,9,2.25,3.1,3.4,D,11.0,8.0
Crystal Palace,Burnley,9,2.25,3.2,3.7,D,11.0,8.0
Crystal Palace,Burnley,9,2.3,3.35,3.8,D,11.0,8.0
Crystal Palace,Burnley,9,2.19,3.24,3.5,D,11.0,8.0
Liverpool,Aston Villa,9,1.3,6.0,11.0,A,17.0,1.0
Liverpool,Aston Villa,9,1.3,5.5,11.0,A,17.0,1.0
Liverpool,Aston Villa,9,1.27,5.2,10.0,A,17.0,1.0
Liverpool,Aston Villa,9,1.3,5.0,11.0,A,17.0,1.0
Liverpool,Aston Villa,9,1.3,6.0,11.5,A,17.0,1.0
Liverpool,Aston Villa,9,1.33,6.0,12.0,A,17.0,1.0
Liverpool,Aston Villa,9,1.29,5.58,10.79,A,17.0,1.0
Southampton,Newcastle,9,1.8,3.75,5.0,H,26.0,21.0
Southampton,Newcastle,9,1.83,3.3,4.5,H,26.0,21.0
Southampton,Newcastle,9,1.9,3.45,3.8,H,26.0,21.0
Southampton,Newcastle,9,1.83,3.2,5.0,H,26.0,21.0
Southampton,Newcastle,9,1.83,3.6,5.0,H,26.0,21.0
Southampton,Newcastle,9,1.9,3.8,5.1,H,26.0,21.0
Southampton,Newcastle,9,1.78,3.6,4.78,H,26.0,21.0
Stoke,Leicester,9,2.1,3.4,4.0,A,27.0,16.0
Stoke,Leicester,9,2.15,3.4,3.25,A,27.0,16.0
Stoke,Leicester,9,2.0,3.3,3.6,A,27.0,16.0
Stoke,Leicester,9,2.15,3.1,3.6,A,27.0,16.0
Stoke,Leicester,9,2.15,3.25,4.0,A,27.0,16.0
Stoke,Leicester,9,2.16,3.4,4.07,A,27.0,16.0
Stoke,Leicester,9,2.09,3.24,3.8,A,27.0,16.0
Sunderland,Tottenham,9,3.6,3.5,2.15,D,28.0,30.0
Sunderland,Tottenham,9,3.4,3.2,2.15,D,28.0,30.0
Sunderland,Tottenham,9,3.6,3.3,2.0,D,28.0,30.0
Sunderland,Tottenham,9,3.4,3.3,2.15,D,28.0,30.0
Sunderland,Tottenham,9,3.75,3.4,2.15,D,28.0,30.0
Sunderland,Tottenham,9,3.84,3.55,2.2,D,28.0,30.0
Sunderland,Tottenham,9,3.59,3.37,2.11,D,28.0,30.0
West Brom,Everton,9,3.5,3.5,2.2,A,32.0,12.0
West Brom,Everton,9,3.3,3.2,2.2,A,32.0,12.0
West Brom,Everton,9,3.2,3.2,2.2,A,32.0,12.0
West Brom,Everton,9,3.4,3.2,2.2,A,32.0,12.0
West Brom,Everton,9,3.6,3.5,2.15,A,32.0,12.0
West Brom,Everton,9,3.74,3.5,2.21,A,32.0,12.0
West Brom,Everton,9,3.45,3.37,2.15,A,32.0,12.0
Man United,QPR,9,1.29,6.25,12.0,H,19.0,24.0
Man United,QPR,9,1.33,5.0,11.5,H,19.0,24.0
Man United,QPR,9,1.27,5.2,10.0,H,19.0,24.0
Man United,QPR,9,1.3,5.0,11.0,H,19.0,24.0
Man United,QPR,9,1.29,5.75,13.0,H,19.0,24.0
Man United,QPR,9,1.33,6.33,13.29,H,19.0,24.0
Man United,QPR,9,1.27,5.72,11.51,H,19.0,24.0
Hull,West Ham,9,2.15,3.4,3.75,D,15.0,33.0
Hull,West Ham,9,2.25,3.3,3.4,D,15.0,33.0
Hull,West Ham,9,2.3,3.3,2.9,D,15.0,33.0
Hull,West Ham,9,2.2,3.1,3.5,D,15.0,33.0
Hull,West Ham,9,2.15,3.3,3.9,D,15.0,33.0
Hull,West Ham,9,2.31,3.4,4.0,D,15.0,33.0
Hull,West Ham,9,2.13,3.28,3.63,D,15.0,33.0
Aston Villa,Arsenal,9,4.75,3.6,1.85,A,1.0,0.0
Aston Villa,Arsenal,9,4.2,3.4,1.85,A,1.0,0.0
Aston Villa,Arsenal,9,4.0,3.45,1.85,A,1.0,0.0
Aston Villa,Arsenal,9,4.5,3.4,1.83,A,1.0,0.0
Aston Villa,Arsenal,9,4.6,3.7,1.87,A,1.0,0.0
Aston Villa,Arsenal,9,5.0,3.8,1.88,A,1.0,0.0
Aston Villa,Arsenal,9,4.6,3.53,1.82,A,1.0,0.0
Burnley,Sunderland,9,2.5,3.3,3.1,D,8.0,28.0
Burnley,Sunderland,9,2.6,3.25,2.9,D,8.0,28.0
Burnley,Sunderland,9,2.6,3.1,2.7,D,8.0,28.0
Burnley,Sunderland,9,2.5,3.2,2.8,D,8.0,28.0
