,Unnamed: 0,FUND,CNT,SRC_UID,EOM
15534,15534,Charadrius tricollaris,277,189669305873243,2019-09-30
15535,15535,Eumetopias jubatus,368,1540205459539,2019-09-30
15539,15539,Charadrius tricollaris,1637,189669305873243,2019-10-31
15540,15540,Boa constrictor mexicana,541,198188413318323,2019-10-31
15541,15541,Laniaurius atrococcineus,79,40234253942,2019-10-31
15543,15543,Phaethon aethereus,207,455157311,2019-10-31
15545,15545,Psophia viridis,1559,206670770,2019-10-31
15546,15546,Alcelaphus buselaphus cokii,2452,181701414249,2019-10-31
15548,15548,Megaderma spasma,2899,206670742,2019-10-31
15551,15551,Crotaphytus collaris,957,323418458,2019-10-31
15552,15552,Nucifraga columbiana,989,40232932742,2019-10-31
15553,15553,Rangifer tarandus,562,36740368922,2019-10-31
15555,15555,Lepus townsendii,751,188703120510450,2019-10-31
15557,15557,Actophilornis africanus,2313,272675524722,2019-10-31
15558,15558,Petaurus breviceps,646,186494805556422,2019-10-31
15559,15559,Terathopius ecaudatus,218,210435370127300,2019-10-31
15560,15560,Felis wiedi or Leopardus weidi,2828,206670694,2019-10-31
15561,15561,Dicrostonyx groenlandicus,431,197463014939188,2019-10-31
15562,15562,Halcyon smyrnesis,40,200109499869465,2019-10-31
15563,15563,Choloepus hoffmani,574,186267307833917,2019-10-31
